"","Recruit"
"bin_1",0.327468100901447
"bin_2",0.203164754098361
"bin_3",0.192794230769231
"bin_4",0.437052702702703
"bin_5",0.229284615384615
"bin_6",0.390371428571429
"bin_7",0.0618636363636364
"bin_8",0.130308333333333
