"","Recruit"
"bin_1",0.331032772553629
"bin_2",0.216935545722714
"bin_3",0.117239492753623
"bin_4",0.708377
"bin_5",0.680204918032787
"bin_6",0.53461186440678
"bin_7",0.653672222222222
"bin_8",0.490168421052632
