"cell","flow","bin","recruit"
115,2500,"bin_4",0.744114285714286
116,4000,"bin_7",0.646603333333333
142,4000,"bin_7",0.646603333333333
143,1500,"bin_2",0.598660689655172
144,1000,"bin_1",0.512929375
145,1000,"bin_1",0.512929375
146,2000,"bin_3",0.702286666666667
147,1000,"bin_1",0.512929375
148,1000,"bin_1",0.512929375
149,1000,"bin_1",0.512929375
150,1000,"bin_1",0.512929375
151,1000,"bin_1",0.512929375
174,1000,"bin_1",0.512929375
175,1000,"bin_1",0.512929375
176,1000,"bin_1",0.512929375
177,1000,"bin_1",0.512929375
178,1000,"bin_1",0.512929375
179,1000,"bin_1",0.512929375
180,1000,"bin_1",0.512929375
181,1000,"bin_1",0.512929375
182,1000,"bin_1",0.512929375
183,1000,"bin_1",0.512929375
184,1000,"bin_1",0.512929375
185,1000,"bin_1",0.512929375
186,1000,"bin_1",0.512929375
187,1000,"bin_1",0.512929375
188,1000,"bin_1",0.512929375
189,1000,"bin_1",0.512929375
190,1000,"bin_1",0.512929375
191,1000,"bin_1",0.512929375
192,1000,"bin_1",0.512929375
193,1000,"bin_1",0.512929375
194,2500,"bin_4",0.744114285714286
215,1000,"bin_1",0.512929375
217,1000,"bin_1",0.512929375
218,1000,"bin_1",0.512929375
219,1000,"bin_1",0.512929375
220,1000,"bin_1",0.512929375
221,1000,"bin_1",0.512929375
222,1000,"bin_1",0.512929375
223,1000,"bin_1",0.512929375
224,1000,"bin_1",0.512929375
225,1000,"bin_1",0.512929375
226,1000,"bin_1",0.512929375
227,1000,"bin_1",0.512929375
228,1000,"bin_1",0.512929375
229,1000,"bin_1",0.512929375
230,1000,"bin_1",0.512929375
231,1000,"bin_1",0.512929375
232,1000,"bin_1",0.512929375
233,1000,"bin_1",0.512929375
234,1000,"bin_1",0.512929375
235,4000,"bin_7",0.646603333333333
236,1000,"bin_1",0.512929375
237,1000,"bin_1",0.512929375
238,1000,"bin_1",0.512929375
239,1000,"bin_1",0.512929375
261,1000,"bin_1",0.512929375
262,1000,"bin_1",0.512929375
263,1000,"bin_1",0.512929375
264,1000,"bin_1",0.512929375
265,1000,"bin_1",0.512929375
266,1000,"bin_1",0.512929375
267,1000,"bin_1",0.512929375
268,1000,"bin_1",0.512929375
269,1000,"bin_1",0.512929375
270,1000,"bin_1",0.512929375
271,1000,"bin_1",0.512929375
272,1000,"bin_1",0.512929375
273,1000,"bin_1",0.512929375
274,1000,"bin_1",0.512929375
275,1000,"bin_1",0.512929375
276,1000,"bin_1",0.512929375
277,1000,"bin_1",0.512929375
278,1000,"bin_1",0.512929375
279,1000,"bin_1",0.512929375
280,4000,"bin_7",0.646603333333333
281,2500,"bin_4",0.744114285714286
284,1000,"bin_1",0.512929375
285,1000,"bin_1",0.512929375
286,1000,"bin_1",0.512929375
287,1000,"bin_1",0.512929375
308,4000,"bin_7",0.646603333333333
310,1000,"bin_1",0.512929375
311,1000,"bin_1",0.512929375
312,1000,"bin_1",0.512929375
313,1000,"bin_1",0.512929375
314,1000,"bin_1",0.512929375
315,1000,"bin_1",0.512929375
316,1000,"bin_1",0.512929375
317,1000,"bin_1",0.512929375
318,1000,"bin_1",0.512929375
319,1000,"bin_1",0.512929375
320,1000,"bin_1",0.512929375
321,1000,"bin_1",0.512929375
322,1000,"bin_1",0.512929375
323,1000,"bin_1",0.512929375
324,1500,"bin_2",0.598660689655172
325,1500,"bin_2",0.598660689655172
326,1500,"bin_2",0.598660689655172
327,1500,"bin_2",0.598660689655172
328,1500,"bin_2",0.598660689655172
329,4000,"bin_7",0.646603333333333
330,3000,"bin_5",0.73524
331,2000,"bin_3",0.702286666666667
332,4000,"bin_7",0.646603333333333
333,4000,"bin_7",0.646603333333333
335,1000,"bin_1",0.512929375
336,1000,"bin_1",0.512929375
337,1000,"bin_1",0.512929375
338,1000,"bin_1",0.512929375
359,1000,"bin_1",0.512929375
360,1000,"bin_1",0.512929375
361,1000,"bin_1",0.512929375
362,1000,"bin_1",0.512929375
363,1000,"bin_1",0.512929375
364,1000,"bin_1",0.512929375
365,1000,"bin_1",0.512929375
366,1000,"bin_1",0.512929375
367,1000,"bin_1",0.512929375
368,1000,"bin_1",0.512929375
369,1000,"bin_1",0.512929375
370,1000,"bin_1",0.512929375
371,1500,"bin_2",0.598660689655172
372,1500,"bin_2",0.598660689655172
373,1000,"bin_1",0.512929375
374,2000,"bin_3",0.702286666666667
375,2000,"bin_3",0.702286666666667
376,1500,"bin_2",0.598660689655172
377,1500,"bin_2",0.598660689655172
378,1500,"bin_2",0.598660689655172
379,1500,"bin_2",0.598660689655172
380,3000,"bin_5",0.73524
381,3000,"bin_5",0.73524
382,3000,"bin_5",0.73524
383,2000,"bin_3",0.702286666666667
384,4000,"bin_7",0.646603333333333
385,4000,"bin_7",0.646603333333333
386,4000,"bin_7",0.646603333333333
387,1000,"bin_1",0.512929375
388,1000,"bin_1",0.512929375
389,1000,"bin_1",0.512929375
390,1000,"bin_1",0.512929375
405,4000,"bin_7",0.646603333333333
406,1000,"bin_1",0.512929375
407,4000,"bin_7",0.646603333333333
410,1000,"bin_1",0.512929375
411,1000,"bin_1",0.512929375
412,1000,"bin_1",0.512929375
413,1000,"bin_1",0.512929375
414,1000,"bin_1",0.512929375
415,1000,"bin_1",0.512929375
416,1000,"bin_1",0.512929375
417,1000,"bin_1",0.512929375
418,1000,"bin_1",0.512929375
419,1000,"bin_1",0.512929375
420,2000,"bin_3",0.702286666666667
421,1500,"bin_2",0.598660689655172
422,1500,"bin_2",0.598660689655172
423,3000,"bin_5",0.73524
424,2000,"bin_3",0.702286666666667
425,2500,"bin_4",0.744114285714286
426,4000,"bin_7",0.646603333333333
427,3000,"bin_5",0.73524
428,1500,"bin_2",0.598660689655172
429,2000,"bin_3",0.702286666666667
430,1500,"bin_2",0.598660689655172
431,4000,"bin_7",0.646603333333333
432,4000,"bin_7",0.646603333333333
433,3000,"bin_5",0.73524
434,3000,"bin_5",0.73524
435,3000,"bin_5",0.73524
436,4000,"bin_7",0.646603333333333
437,4000,"bin_7",0.646603333333333
438,4000,"bin_7",0.646603333333333
439,4000,"bin_7",0.646603333333333
440,1000,"bin_1",0.512929375
441,1000,"bin_1",0.512929375
442,1000,"bin_1",0.512929375
443,1000,"bin_1",0.512929375
458,1000,"bin_1",0.512929375
459,1000,"bin_1",0.512929375
460,1000,"bin_1",0.512929375
465,1000,"bin_1",0.512929375
466,1000,"bin_1",0.512929375
467,1000,"bin_1",0.512929375
468,1000,"bin_1",0.512929375
469,1000,"bin_1",0.512929375
470,2000,"bin_3",0.702286666666667
471,1000,"bin_1",0.512929375
472,1500,"bin_2",0.598660689655172
473,1000,"bin_1",0.512929375
474,1000,"bin_1",0.512929375
475,3000,"bin_5",0.73524
476,1500,"bin_2",0.598660689655172
477,2000,"bin_3",0.702286666666667
478,2500,"bin_4",0.744114285714286
479,2500,"bin_4",0.744114285714286
480,4000,"bin_7",0.646603333333333
481,4000,"bin_7",0.646603333333333
482,4000,"bin_7",0.646603333333333
483,3000,"bin_5",0.73524
484,1500,"bin_2",0.598660689655172
485,2000,"bin_3",0.702286666666667
487,4000,"bin_7",0.646603333333333
488,4000,"bin_7",0.646603333333333
489,4000,"bin_7",0.646603333333333
490,4000,"bin_7",0.646603333333333
491,3000,"bin_5",0.73524
492,4000,"bin_7",0.646603333333333
493,4000,"bin_7",0.646603333333333
494,4000,"bin_7",0.646603333333333
495,4000,"bin_7",0.646603333333333
496,4000,"bin_7",0.646603333333333
498,1000,"bin_1",0.512929375
499,1000,"bin_1",0.512929375
500,1000,"bin_1",0.512929375
501,1000,"bin_1",0.512929375
516,1000,"bin_1",0.512929375
517,1000,"bin_1",0.512929375
518,1000,"bin_1",0.512929375
525,1000,"bin_1",0.512929375
526,1000,"bin_1",0.512929375
527,1000,"bin_1",0.512929375
528,1000,"bin_1",0.512929375
529,1000,"bin_1",0.512929375
530,1000,"bin_1",0.512929375
531,2000,"bin_3",0.702286666666667
532,1000,"bin_1",0.512929375
533,1000,"bin_1",0.512929375
534,1000,"bin_1",0.512929375
535,3000,"bin_5",0.73524
536,1000,"bin_1",0.512929375
537,1000,"bin_1",0.512929375
538,2000,"bin_3",0.702286666666667
539,2500,"bin_4",0.744114285714286
541,2500,"bin_4",0.744114285714286
542,2500,"bin_4",0.744114285714286
543,2500,"bin_4",0.744114285714286
544,4000,"bin_7",0.646603333333333
545,4000,"bin_7",0.646603333333333
547,4000,"bin_7",0.646603333333333
548,4000,"bin_7",0.646603333333333
556,4000,"bin_7",0.646603333333333
557,4000,"bin_7",0.646603333333333
558,4000,"bin_7",0.646603333333333
561,1500,"bin_2",0.598660689655172
562,1000,"bin_1",0.512929375
563,1000,"bin_1",0.512929375
564,4000,"bin_7",0.646603333333333
581,1000,"bin_1",0.512929375
582,1000,"bin_1",0.512929375
583,1000,"bin_1",0.512929375
587,1000,"bin_1",0.512929375
588,1500,"bin_2",0.598660689655172
589,1000,"bin_1",0.512929375
590,1000,"bin_1",0.512929375
591,1000,"bin_1",0.512929375
592,1000,"bin_1",0.512929375
593,1000,"bin_1",0.512929375
594,1000,"bin_1",0.512929375
595,1000,"bin_1",0.512929375
596,1000,"bin_1",0.512929375
597,1000,"bin_1",0.512929375
598,1000,"bin_1",0.512929375
599,1000,"bin_1",0.512929375
600,1000,"bin_1",0.512929375
601,1000,"bin_1",0.512929375
602,2500,"bin_4",0.744114285714286
603,1000,"bin_1",0.512929375
604,2000,"bin_3",0.702286666666667
605,2000,"bin_3",0.702286666666667
606,2000,"bin_3",0.702286666666667
607,2000,"bin_3",0.702286666666667
608,2500,"bin_4",0.744114285714286
609,2500,"bin_4",0.744114285714286
610,2500,"bin_4",0.744114285714286
611,3000,"bin_5",0.73524
614,4000,"bin_7",0.646603333333333
615,3000,"bin_5",0.73524
624,4000,"bin_7",0.646603333333333
625,4000,"bin_7",0.646603333333333
626,4000,"bin_7",0.646603333333333
629,4000,"bin_7",0.646603333333333
630,1000,"bin_1",0.512929375
631,1000,"bin_1",0.512929375
632,1000,"bin_1",0.512929375
633,1000,"bin_1",0.512929375
648,1000,"bin_1",0.512929375
650,1000,"bin_1",0.512929375
651,1000,"bin_1",0.512929375
652,1000,"bin_1",0.512929375
653,1000,"bin_1",0.512929375
654,1000,"bin_1",0.512929375
655,1000,"bin_1",0.512929375
656,1000,"bin_1",0.512929375
657,1000,"bin_1",0.512929375
658,1000,"bin_1",0.512929375
659,1000,"bin_1",0.512929375
660,1000,"bin_1",0.512929375
661,1000,"bin_1",0.512929375
662,1000,"bin_1",0.512929375
663,1000,"bin_1",0.512929375
664,1000,"bin_1",0.512929375
665,1000,"bin_1",0.512929375
666,1000,"bin_1",0.512929375
667,1000,"bin_1",0.512929375
668,1000,"bin_1",0.512929375
669,2000,"bin_3",0.702286666666667
670,1000,"bin_1",0.512929375
671,1000,"bin_1",0.512929375
672,1000,"bin_1",0.512929375
673,1000,"bin_1",0.512929375
675,1000,"bin_1",0.512929375
676,1500,"bin_2",0.598660689655172
677,1000,"bin_1",0.512929375
678,1500,"bin_2",0.598660689655172
679,1500,"bin_2",0.598660689655172
680,2000,"bin_3",0.702286666666667
681,2500,"bin_4",0.744114285714286
682,2500,"bin_4",0.744114285714286
683,2000,"bin_3",0.702286666666667
684,2500,"bin_4",0.744114285714286
685,2000,"bin_3",0.702286666666667
686,2000,"bin_3",0.702286666666667
689,3000,"bin_5",0.73524
699,4000,"bin_7",0.646603333333333
700,4000,"bin_7",0.646603333333333
701,4000,"bin_7",0.646603333333333
704,1000,"bin_1",0.512929375
705,1000,"bin_1",0.512929375
706,1000,"bin_1",0.512929375
707,1000,"bin_1",0.512929375
724,1000,"bin_1",0.512929375
725,1000,"bin_1",0.512929375
726,1000,"bin_1",0.512929375
727,2500,"bin_4",0.744114285714286
728,1000,"bin_1",0.512929375
729,1000,"bin_1",0.512929375
730,1000,"bin_1",0.512929375
731,1000,"bin_1",0.512929375
732,1000,"bin_1",0.512929375
733,1000,"bin_1",0.512929375
734,1000,"bin_1",0.512929375
735,1000,"bin_1",0.512929375
736,1000,"bin_1",0.512929375
737,1000,"bin_1",0.512929375
739,2000,"bin_3",0.702286666666667
740,1000,"bin_1",0.512929375
741,1000,"bin_1",0.512929375
742,1000,"bin_1",0.512929375
743,1000,"bin_1",0.512929375
744,1000,"bin_1",0.512929375
745,1000,"bin_1",0.512929375
746,1500,"bin_2",0.598660689655172
747,2500,"bin_4",0.744114285714286
748,1000,"bin_1",0.512929375
749,2000,"bin_3",0.702286666666667
750,1000,"bin_1",0.512929375
751,1500,"bin_2",0.598660689655172
752,1500,"bin_2",0.598660689655172
753,1000,"bin_1",0.512929375
754,2000,"bin_3",0.702286666666667
756,1500,"bin_2",0.598660689655172
757,1500,"bin_2",0.598660689655172
758,1500,"bin_2",0.598660689655172
759,1500,"bin_2",0.598660689655172
760,1500,"bin_2",0.598660689655172
761,1500,"bin_2",0.598660689655172
762,2000,"bin_3",0.702286666666667
763,2000,"bin_3",0.702286666666667
764,2000,"bin_3",0.702286666666667
765,2000,"bin_3",0.702286666666667
766,2000,"bin_3",0.702286666666667
767,2000,"bin_3",0.702286666666667
768,4000,"bin_7",0.646603333333333
769,2500,"bin_4",0.744114285714286
777,4000,"bin_7",0.646603333333333
779,2500,"bin_4",0.744114285714286
782,2500,"bin_4",0.744114285714286
783,2500,"bin_4",0.744114285714286
784,2500,"bin_4",0.744114285714286
785,1000,"bin_1",0.512929375
786,1000,"bin_1",0.512929375
787,1000,"bin_1",0.512929375
788,1000,"bin_1",0.512929375
808,3000,"bin_5",0.73524
810,1000,"bin_1",0.512929375
811,2000,"bin_3",0.702286666666667
812,1000,"bin_1",0.512929375
813,1500,"bin_2",0.598660689655172
814,1500,"bin_2",0.598660689655172
815,4000,"bin_7",0.646603333333333
817,1000,"bin_1",0.512929375
818,4000,"bin_7",0.646603333333333
819,1000,"bin_1",0.512929375
820,1000,"bin_1",0.512929375
821,1000,"bin_1",0.512929375
822,1000,"bin_1",0.512929375
823,1000,"bin_1",0.512929375
824,1000,"bin_1",0.512929375
825,1000,"bin_1",0.512929375
826,1000,"bin_1",0.512929375
827,1000,"bin_1",0.512929375
828,1000,"bin_1",0.512929375
829,1000,"bin_1",0.512929375
830,1000,"bin_1",0.512929375
831,1000,"bin_1",0.512929375
832,1000,"bin_1",0.512929375
833,1000,"bin_1",0.512929375
834,1000,"bin_1",0.512929375
835,1000,"bin_1",0.512929375
836,1000,"bin_1",0.512929375
837,1000,"bin_1",0.512929375
838,1000,"bin_1",0.512929375
839,1000,"bin_1",0.512929375
840,1500,"bin_2",0.598660689655172
841,1000,"bin_1",0.512929375
842,1000,"bin_1",0.512929375
843,2000,"bin_3",0.702286666666667
844,1000,"bin_1",0.512929375
845,1000,"bin_1",0.512929375
846,2500,"bin_4",0.744114285714286
847,1500,"bin_2",0.598660689655172
848,1000,"bin_1",0.512929375
849,1500,"bin_2",0.598660689655172
850,2500,"bin_4",0.744114285714286
851,1500,"bin_2",0.598660689655172
852,1500,"bin_2",0.598660689655172
853,1500,"bin_2",0.598660689655172
854,1500,"bin_2",0.598660689655172
855,1500,"bin_2",0.598660689655172
856,2000,"bin_3",0.702286666666667
857,2000,"bin_3",0.702286666666667
858,2000,"bin_3",0.702286666666667
859,2000,"bin_3",0.702286666666667
860,2000,"bin_3",0.702286666666667
861,2000,"bin_3",0.702286666666667
862,2500,"bin_4",0.744114285714286
863,4000,"bin_7",0.646603333333333
864,4000,"bin_7",0.646603333333333
865,4000,"bin_7",0.646603333333333
866,4000,"bin_7",0.646603333333333
868,2500,"bin_4",0.744114285714286
871,2000,"bin_3",0.702286666666667
872,2000,"bin_3",0.702286666666667
873,1500,"bin_2",0.598660689655172
874,3000,"bin_5",0.73524
876,4000,"bin_7",0.646603333333333
877,4000,"bin_7",0.646603333333333
878,2500,"bin_4",0.744114285714286
879,2500,"bin_4",0.744114285714286
880,1000,"bin_1",0.512929375
881,1000,"bin_1",0.512929375
882,1000,"bin_1",0.512929375
883,1000,"bin_1",0.512929375
908,1000,"bin_1",0.512929375
909,1000,"bin_1",0.512929375
910,1000,"bin_1",0.512929375
911,1000,"bin_1",0.512929375
912,1000,"bin_1",0.512929375
913,1000,"bin_1",0.512929375
914,1000,"bin_1",0.512929375
915,1000,"bin_1",0.512929375
916,1000,"bin_1",0.512929375
917,1000,"bin_1",0.512929375
918,1000,"bin_1",0.512929375
919,1000,"bin_1",0.512929375
920,1500,"bin_2",0.598660689655172
921,1000,"bin_1",0.512929375
922,1000,"bin_1",0.512929375
923,1000,"bin_1",0.512929375
924,1000,"bin_1",0.512929375
925,1000,"bin_1",0.512929375
926,1000,"bin_1",0.512929375
927,1000,"bin_1",0.512929375
928,1000,"bin_1",0.512929375
929,1000,"bin_1",0.512929375
930,1000,"bin_1",0.512929375
931,1000,"bin_1",0.512929375
932,1000,"bin_1",0.512929375
933,1000,"bin_1",0.512929375
934,1000,"bin_1",0.512929375
935,1000,"bin_1",0.512929375
936,1000,"bin_1",0.512929375
937,1000,"bin_1",0.512929375
938,1000,"bin_1",0.512929375
939,1000,"bin_1",0.512929375
940,1000,"bin_1",0.512929375
941,1000,"bin_1",0.512929375
942,1000,"bin_1",0.512929375
