"","Recruit"
"bin_1",0.330885830394111
"bin_2",0.21665547309833
"bin_3",0.199288744588745
"bin_4",0.455529213483146
"bin_5",0.239240816326531
"bin_6",0.435002040816327
"bin_7",0.0575083333333333
"bin_8",0.131958333333333
