"cell","flow","bin","recruit"
115,2500,"bin_7",0.656473684210526
116,4000,"bin_8",0.488738888888889
142,4000,"bin_8",0.488738888888889
143,1500,"bin_6",0.557269387755102
144,1000,"bin_5",0.657350877192982
145,1000,"bin_5",0.657350877192982
146,2000,"bin_6",0.557269387755102
147,1000,"bin_5",0.657350877192982
148,1000,"bin_5",0.657350877192982
149,1000,"bin_5",0.657350877192982
150,1000,"bin_5",0.657350877192982
151,1000,"bin_5",0.657350877192982
174,1000,"bin_5",0.657350877192982
175,1000,"bin_5",0.657350877192982
176,1000,"bin_5",0.657350877192982
177,1000,"bin_5",0.657350877192982
178,1000,"bin_5",0.657350877192982
179,1000,"bin_5",0.657350877192982
180,1000,"bin_5",0.657350877192982
181,1000,"bin_5",0.657350877192982
182,1000,"bin_5",0.657350877192982
183,1000,"bin_5",0.657350877192982
184,1000,"bin_5",0.657350877192982
185,1000,"bin_5",0.657350877192982
186,1000,"bin_5",0.657350877192982
187,1000,"bin_5",0.657350877192982
188,1000,"bin_5",0.657350877192982
189,1000,"bin_5",0.657350877192982
190,1000,"bin_5",0.657350877192982
191,1000,"bin_5",0.657350877192982
192,1000,"bin_5",0.657350877192982
193,1000,"bin_5",0.657350877192982
194,2500,"bin_7",0.656473684210526
215,1000,"bin_5",0.657350877192982
217,1000,"bin_5",0.657350877192982
218,1000,"bin_5",0.657350877192982
219,1000,"bin_5",0.657350877192982
220,1000,"bin_5",0.657350877192982
221,1000,"bin_5",0.657350877192982
222,1000,"bin_5",0.657350877192982
223,1000,"bin_5",0.657350877192982
224,1000,"bin_5",0.657350877192982
225,1000,"bin_5",0.657350877192982
226,1000,"bin_5",0.657350877192982
227,1000,"bin_5",0.657350877192982
228,1000,"bin_5",0.657350877192982
229,1000,"bin_5",0.657350877192982
230,1000,"bin_5",0.657350877192982
231,1000,"bin_5",0.657350877192982
232,1000,"bin_5",0.657350877192982
233,1000,"bin_5",0.657350877192982
234,1000,"bin_5",0.657350877192982
235,4000,"bin_8",0.488738888888889
236,1000,"bin_5",0.657350877192982
237,1000,"bin_5",0.657350877192982
238,1000,"bin_5",0.657350877192982
239,1000,"bin_5",0.657350877192982
261,1000,"bin_5",0.657350877192982
262,1000,"bin_5",0.657350877192982
263,1000,"bin_5",0.657350877192982
264,1000,"bin_5",0.657350877192982
