"","cell","natural","current_operations","combined_operations","combined_operations_AWSA","x","y","z"
"8275",10461,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509392,743113,4629
"8276",10462,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509331,742945,4631
"8277",10463,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2509336,742958,4630
"8278",10464,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509343,742971,4630
"8279",10465,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509351,742984,4629
"8280",10466,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509389,743100,4629
"8281",10467,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509385,743087,4629
"8282",10468,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509356,742996,4630
"8283",10469,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509378,743073,4628
"8284",10470,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509360,743009,4629
"8285",10471,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509365,743022,4630
"8286",10472,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509374,743060,4628
"8287",10473,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509369,743047,4629
"8288",10474,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2509367,743034,4629
"8289",10475,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2509380,743125,4632
"8290",10476,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509395,743180,4633
"8291",10477,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2509384,743139,4632
"8292",10478,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509387,743152,4632
"8293",10479,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509390,743166,4632
"8294",10480,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509388,743208,4632
"8295",10481,0.109387079174983,0.1180380757903,0.108854865541644,0.108666641262929,2509386,743193,4632
