"","Recruit"
"bin_1",0.278498242314647
"bin_2",0.232365607476636
"bin_3",0.0929248945147679
"bin_4",0.713212820512821
"bin_5",0.678998275862069
"bin_6",0.535184905660377
"bin_7",0.657252631578947
"bin_8",0.489327777777778
