"","Recruit"
"bin_1",0.226696023416863
"bin_2",0.220377884615385
"bin_3",0.101159090909091
"bin_4",0.711090909090909
"bin_5",0.664435294117647
"bin_6",0.556991836734694
"bin_7",0.655283333333333
"bin_8",0.490627777777778
