"","Recruit"
"bin_1",0.227154752824351
"bin_2",0.226727327935223
"bin_3",0.0972051643192488
"bin_4",0.712428947368421
"bin_5",0.657350877192982
"bin_6",0.557269387755102
"bin_7",0.656473684210526
"bin_8",0.488738888888889
