"cell","flow","bin","recruit_q","recruit"
61,1000,"bin_1","0.512510625","0.57893413430733"
62,1000,"bin_1","0.512510625","0.57893413430733"
63,1000,"bin_1","0.512510625","0.57893413430733"
64,1000,"bin_1","0.512510625","0.57893413430733"
65,1000,"bin_1","0.512510625","0.57893413430733"
66,1000,"bin_1","0.512510625","0.57893413430733"
68,1000,"bin_1","0.512510625","0.57893413430733"
71,1000,"bin_1","0.512510625","0.57893413430733"
72,3500,"bin_6","0.7417","0.078524497671324"
73,1500,"bin_2","0.598171034482759","0.309891630564815"
74,1500,"bin_2","0.598171034482759","0.309891630564815"
75,1500,"bin_2","0.598171034482759","0.309891630564815"
76,1000,"bin_1","0.512510625","0.57893413430733"
77,1000,"bin_1","0.512510625","0.57893413430733"
78,1000,"bin_1","0.512510625","0.57893413430733"
89,1500,"bin_2","0.598171034482759","0.309891630564815"
90,2000,"bin_3","0.702856666666667","0.202435756106834"
95,1000,"bin_1","0.512510625","0.57893413430733"
96,1000,"bin_1","0.512510625","0.57893413430733"
97,1000,"bin_1","0.512510625","0.57893413430733"
98,1000,"bin_1","0.512510625","0.57893413430733"
99,1000,"bin_1","0.512510625","0.57893413430733"
100,1500,"bin_2","0.598171034482759","0.309891630564815"
101,1500,"bin_2","0.598171034482759","0.309891630564815"
103,2000,"bin_3","0.702856666666667","0.202435756106834"
104,1500,"bin_2","0.598171034482759","0.309891630564815"
105,1500,"bin_2","0.598171034482759","0.309891630564815"
106,1000,"bin_1","0.512510625","0.57893413430733"
109,1000,"bin_1","0.512510625","0.57893413430733"
110,1000,"bin_1","0.512510625","0.57893413430733"
111,1000,"bin_1","0.512510625","0.57893413430733"
112,2000,"bin_3","0.702856666666667","0.202435756106834"
113,1500,"bin_2","0.598171034482759","0.309891630564815"
114,1500,"bin_2","0.598171034482759","0.309891630564815"
115,2000,"bin_3","0.702856666666667","0.202435756106834"
116,2000,"bin_3","0.702856666666667","0.202435756106834"
117,1000,"bin_1","0.512510625","0.57893413430733"
118,1000,"bin_1","0.512510625","0.57893413430733"
119,1000,"bin_1","0.512510625","0.57893413430733"
130,1500,"bin_2","0.598171034482759","0.309891630564815"
131,2000,"bin_3","0.702856666666667","0.202435756106834"
132,2000,"bin_3","0.702856666666667","0.202435756106834"
135,1000,"bin_1","0.512510625","0.57893413430733"
137,1000,"bin_1","0.512510625","0.57893413430733"
138,1000,"bin_1","0.512510625","0.57893413430733"
139,1000,"bin_1","0.512510625","0.57893413430733"
140,1000,"bin_1","0.512510625","0.57893413430733"
141,1000,"bin_1","0.512510625","0.57893413430733"
142,1500,"bin_2","0.598171034482759","0.309891630564815"
143,1500,"bin_2","0.598171034482759","0.309891630564815"
144,2000,"bin_3","0.702856666666667","0.202435756106834"
145,2000,"bin_3","0.702856666666667","0.202435756106834"
146,1500,"bin_2","0.598171034482759","0.309891630564815"
147,1500,"bin_2","0.598171034482759","0.309891630564815"
151,1000,"bin_1","0.512510625","0.57893413430733"
152,1000,"bin_1","0.512510625","0.57893413430733"
153,1000,"bin_1","0.512510625","0.57893413430733"
154,1000,"bin_1","0.512510625","0.57893413430733"
155,1500,"bin_2","0.598171034482759","0.309891630564815"
156,1500,"bin_2","0.598171034482759","0.309891630564815"
157,1500,"bin_2","0.598171034482759","0.309891630564815"
158,2000,"bin_3","0.702856666666667","0.202435756106834"
159,2000,"bin_3","0.702856666666667","0.202435756106834"
160,2000,"bin_3","0.702856666666667","0.202435756106834"
161,1000,"bin_1","0.512510625","0.57893413430733"
162,1000,"bin_1","0.512510625","0.57893413430733"
163,1000,"bin_1","0.512510625","0.57893413430733"
174,2000,"bin_3","0.702856666666667","0.202435756106834"
175,2000,"bin_3","0.702856666666667","0.202435756106834"
176,2000,"bin_3","0.702856666666667","0.202435756106834"
177,2000,"bin_3","0.702856666666667","0.202435756106834"
178,2000,"bin_3","0.702856666666667","0.202435756106834"
179,2000,"bin_3","0.702856666666667","0.202435756106834"
180,3000,"bin_5","0.740626666666667","0.10956872920825"
181,1000,"bin_1","0.512510625","0.57893413430733"
182,1000,"bin_1","0.512510625","0.57893413430733"
183,1000,"bin_1","0.512510625","0.57893413430733"
184,1000,"bin_1","0.512510625","0.57893413430733"
185,1000,"bin_1","0.512510625","0.57893413430733"
186,1000,"bin_1","0.512510625","0.57893413430733"
187,1000,"bin_1","0.512510625","0.57893413430733"
188,2000,"bin_3","0.702856666666667","0.202435756106834"
189,1500,"bin_2","0.598171034482759","0.309891630564815"
190,1500,"bin_2","0.598171034482759","0.309891630564815"
191,1500,"bin_2","0.598171034482759","0.309891630564815"
192,1500,"bin_2","0.598171034482759","0.309891630564815"
194,2000,"bin_3","0.702856666666667","0.202435756106834"
195,1500,"bin_2","0.598171034482759","0.309891630564815"
199,1000,"bin_1","0.512510625","0.57893413430733"
200,1000,"bin_1","0.512510625","0.57893413430733"
201,1000,"bin_1","0.512510625","0.57893413430733"
202,3500,"bin_6","0.7417","0.078524497671324"
203,1000,"bin_1","0.512510625","0.57893413430733"
204,2000,"bin_3","0.702856666666667","0.202435756106834"
205,1500,"bin_2","0.598171034482759","0.309891630564815"
206,1500,"bin_2","0.598171034482759","0.309891630564815"
207,2000,"bin_3","0.702856666666667","0.202435756106834"
208,2000,"bin_3","0.702856666666667","0.202435756106834"
209,2000,"bin_3","0.702856666666667","0.202435756106834"
210,2000,"bin_3","0.702856666666667","0.202435756106834"
211,2000,"bin_3","0.702856666666667","0.202435756106834"
212,1000,"bin_1","0.512510625","0.57893413430733"
224,1000,"bin_1","0.512510625","0.57893413430733"
225,1000,"bin_1","0.512510625","0.57893413430733"
226,2000,"bin_3","0.702856666666667","0.202435756106834"
227,2000,"bin_3","0.702856666666667","0.202435756106834"
228,2000,"bin_3","0.702856666666667","0.202435756106834"
229,2000,"bin_3","0.702856666666667","0.202435756106834"
230,2000,"bin_3","0.702856666666667","0.202435756106834"
231,2000,"bin_3","0.702856666666667","0.202435756106834"
232,2000,"bin_3","0.702856666666667","0.202435756106834"
233,2000,"bin_3","0.702856666666667","0.202435756106834"
234,2000,"bin_3","0.702856666666667","0.202435756106834"
235,2000,"bin_3","0.702856666666667","0.202435756106834"
236,1500,"bin_2","0.598171034482759","0.309891630564815"
237,1000,"bin_1","0.512510625","0.57893413430733"
238,1000,"bin_1","0.512510625","0.57893413430733"
239,1000,"bin_1","0.512510625","0.57893413430733"
240,1000,"bin_1","0.512510625","0.57893413430733"
241,1000,"bin_1","0.512510625","0.57893413430733"
242,3500,"bin_6","0.7417","0.078524497671324"
243,1000,"bin_1","0.512510625","0.57893413430733"
246,1500,"bin_2","0.598171034482759","0.309891630564815"
247,1500,"bin_2","0.598171034482759","0.309891630564815"
248,1500,"bin_2","0.598171034482759","0.309891630564815"
249,1500,"bin_2","0.598171034482759","0.309891630564815"
250,2000,"bin_3","0.702856666666667","0.202435756106834"
251,2000,"bin_3","0.702856666666667","0.202435756106834"
255,1000,"bin_1","0.512510625","0.57893413430733"
256,1000,"bin_1","0.512510625","0.57893413430733"
257,1000,"bin_1","0.512510625","0.57893413430733"
258,1000,"bin_1","0.512510625","0.57893413430733"
260,1000,"bin_1","0.512510625","0.57893413430733"
261,1500,"bin_2","0.598171034482759","0.309891630564815"
